Song Title,Artist,Lyrics,Emotion Label
君の名は希望 (Kimi no Na wa Kibou),乃木坂46,"2 Contributors君の名は希望 (Kimi no Na wa Kibou) Lyrics僕が君を初めて意識したのは 去年の6月 夏の服に着替えた頃 転がって来たボールを無視してたら 僕が拾うまで こっちを見て待っていた  透明人間 そう呼ばれてた 僕の存在 気づいてくれたんだ  厚い雲の隙間に光が射して グラウンドの上 僕にちゃんと影ができた いつの日からか孤独に慣れていたけど 僕が拒否してた この世界は美しい  こんなに誰かを恋しくなる 自分がいたなんて 想像もできなかったこと 未来はいつだって 新たなときめきと出会いの場 君の名前は""希望""と今 知った  わざと遠い場所から君を眺めた だけど時々 その姿を見失った 24時間 心が空っぽで 僕は一人では 生きられなくなったんだ You might also like孤独より居心地がいい 愛のそばでしあわせを感じた  人の群れに逃げ込み紛れてても 人生の意味を誰も教えてくれないだろう 悲しみの雨 打たれて足下を見た 土のその上に そう確かに僕はいた  こんなに心が切なくなる 恋ってあるんだね キラキラと輝いている 同(おんな)じ今日だって 僕らの足跡は続いてる 君の名前は""希望""と今 知った  もし君が振り向かなくても その微笑みを僕は忘れない どんな時も君がいることを 信じて まっすぐ歩いて行こう  何(なん)にもわかっていないんだ 自分のことなんて 真実の叫びを聞こう さあ こんなに誰かを恋しくなる 自分がいたなんて 想像もできなかったこと 未来はいつだって 新たなときめきと出会いの場 君の名前は""希望""と今 知った 希望とは 明日(あす)の空 WOW WOW WOWEmbed",Sadness
世界中の隣人よ (sekaijyuunorinjinnyo),乃木坂46,2 Contributors世界中の隣人よ (sekaijyuunorinjinnyo) Lyrics​乃木坂46「世界中の隣人よ」の歌詞  夜はいつだって明けると 誰もみんな思っているよ 星がやがて消えて行くまで 僕らは窓の空を見てた  なんてちっぽけな存在なんだ この部屋から祈ることしかできなくて 世界のこの悲しみに胸を痛め 言葉以上の涙を流してた  隣人よ　そこにいて あなたの想いは伝わっているから 手を握らなくても その愛は分かち合えるよ 大切な誰かと今を生きよう  自分に何ができるのだろう そう何度も考えてみた ずっと眠れぬまま働く 彼らにどう感謝をしようか  そうさ　人間は捨てたもんじゃない 会ったことない誰かのため　支え合って すべてを乗り越えられる強さを持ち 未来に続く希望を信じてる You might also like隣人よ　微笑んで 私と一緒に歌ってください 壁の向こう側に この声は聴こえていますか? お互いに一人じゃないと わかって・・・  隣人よ　夜が明けて 世界を照らすまで部屋にいましょう  隣人よ　そこにいて あなたの想いは伝わっているから 手を握らなくても その愛は分かち合えるよ 大切な誰かと今を生きようEmbed,Anticipation
Sing Out!,乃木坂46,"2 ContributorsSing Out! LyricsLA LA LA LA LA LA… Happy!Happy!If you wanna bring big smiles sing out!   世界は広すぎて 見渡せない 青空はどこまで続くのか? 水平線のその向こうは 晴れてるのか? それとも土砂降りの雨か?   ここにいない誰かのために 今 何ができるのだろう みんなが思えたらいい 自分のしあわせを 少しずつ分け合えば 笑顔は広がる   この想い届け Clap your hands 風に乗って飛んで行け 愛の歌 一人ぼっちじゃないんだよ Say hello! Say hello! Say hello!  You might also likeLA LA LA LA LA LA… Happy!Happy!Everybody be happy! LA LA LA LA LA LA… Happy!Happy!If you wanna bring big smiles sing out!   もし泣いてる人が どこかにいても 理由(わけ)なんか聞いたって意味がない 生きるってのは複雑だし そう簡単に 分かり合えるわけないだろう   ただじっと風に吹かれて 同じ空 見上げるように 一緒にいてあげればいい 吹きさらしのその心 温もりが欲しくなる 孤独はつらいよ   僕たちはここだ Stomp your feet 存在に気づくように踏み鳴らせ! 仲間の声が聴こえるか? Bring peace!Bring peace!Bring peace!  ここにいない誰かもいつか 大声で歌う日が来る 知らない誰かのために… 人はみな 弱いんだ お互いに支え合って 前向いて行こう   この想い届け Clap your hands 風に乗って飛んで行け 愛の歌 一人ぼっちじゃないんだよ Say hello! Say hello! Say hello!   僕たちはここだ Stomp your feet 存在に気づくように踏み鳴らせ! 仲間の声が聴こえるか? Bring peace!Bring peace!Bring peace!   LA LA LA LA LA LA… Happy!Happy!Everybody be happy! LA LA LA LA LA LA… Happy!Happy!If you wanna bring big smiles sing out! LA LA LA LA LA LA… Happy!Happy!Everybody be happy! LA LA LA LA LA LA… Happy!Happy!If you wanna bring big smiles sing out!Embed",Anticipation
価値あるもの (Kachiaru Mono),乃木坂46,2 Contributors価値あるもの (Kachiaru Mono) Lyrics[乃木坂46「価値あるもの」歌詞]  人はなぜに 心の内 知りたがるのだろう どんな風に想ってるかで態度変えるのか︖  僕が君を好きでいるから 君も好きでいて そんな勝手な言い分に意味なんかない Ah-  こうだからこうして欲しい 交換条件みたいな 安い願いは本物じゃなく ただの自己満足  もしも君がしあわせなら 僕はそれが一番嬉しい そこに僕がいなくたって微笑んでいられる 君と出会い 恋に落ちて その返事を聞かなくたって 一方的に想うことが 価値ある愛と気づいたんだ  君が誰か好きになっても 僕は揺らがない だって周りの雑音は関係ないから Ah-  愛しさと同じだけの見返り求めるよりも 誰も知らない片思いで ずっといさせてくれ  君は背中向けたままで 何も変わらなくていいんだ 僕はずっとすぐ近くで見守っているから 始まりとか終わりもなく ずっと僕が好きでいれば 告白なんかしちゃうよりも永遠だってわかったのさ You might also likeみんな きっと言うのだろう それは 僕が臆病だから 勇気出して 好きと言えないらしい （このまま）変わらない（距離でいい）  もしも君がしあわせなら 僕はそれが一番嬉しい そこに僕がいなくたって微笑んでいられる 君と出会い 恋に落ちて その返事を聞かなくたって 一方的に想うことが 価値ある愛と気づいたんだ  こんなに愛せる人と出会えたんだEmbed,Anticipation
不協和音 (Discord),欅坂46,3 ContributorsTranslationsRomanization不協和音 (Discord) Lyrics僕はYesと言わない 首を縦に振らない まわりの誰もが頷いたとしても 僕はYesと言わない 絶対 沈黙しない 最後の最後まで抵抗し続ける  叫びを押し殺す (Oh!Oh!Oh!) 見えない壁ができてた (Oh!Oh!) ここで同調しなきゃ裏切り者か 仲間からも撃たれると思わなかった Oh!Oh!  僕は嫌だ  不協和音を 僕は恐れたりしない 嫌われたって 僕には僕の正義があるんだ 殴ればいいさ 一度妥協したら死んだも同然 支配したいなら 僕を倒してから行けよ!  君はYesと言うのか 軍門に下るのか 理不尽なこととわかっているだろう 君はYesと言うのか プライドさえも捨てるか 反論することに何を怯えるんだ? You might also like大きなその力で (Oh!Oh!Oh!) ねじ伏せられた怒りよ (Oh!Oh!) 見て見ぬ振りしなきゃ仲間外れか 真実の声も届くって信じていたよ Oh!Oh!  僕は嫌だ  不協和音で 既成概念を壊せ! みんな揃って 同じ意見だけではおかしいだろう 意思を貫け! ここで主張を曲げたら生きてる価値ない 欺(あざむ)きたいなら 僕を抹殺してから行け!  ああ 調和だけじゃ危険だ ああ まさか 自由はいけないことか 人はそれぞれバラバラだ 何か乱すことで気づく もっと新しい世界  僕は嫌だ 不協和音で 既成概念を壊せ みんな揃って 同じ意見だけではおかしいだろう 意思を貫け! ここで主張を曲げたら生きてる価値ない 欺(あざむ)きたいなら 僕を抹殺してから行け! 不協和音を 僕は恐れたりしない 嫌われたって 僕には僕の正義があるんだ 殴ればいいさ 一度妥協したら死んだも同然 支配したいなら 僕を倒してから行けよ!  Discord Discord Yeah! DiscordEmbed,Disgust
アンビバレント (Ambivalent),欅坂46,3 Contributorsアンビバレント (Ambivalent) Lyrics(Ambivalent about) Ambivalent about Ambivalent about Ambivalent about!  好きだというなら否定しない 嫌いと言われたって構わない 誰かの感情気にしてもしょうがない 他人に何を思われても 何を言われても聞く耳持たない 干渉なんかされたくない興味がない  Blah blah (hey!) Blah blah (hey!) 孤独なまま生きて行きたい Blah blah (hey!) Blah blah (hey!) だけど1人じゃ生きられない  ラブソングばかり流れるseason マジ恋人いない聞くなreason 誰かは誰かを必要たぶん 世の中ロマンスで回って ねえ何をしたいの？どこに行きたいの？ 私だったら何もしたくない You might also like誰かと一緒にいたって ストレスだけ溜まってく だけど１人じゃずっといられない Ambivalent  あっちを立てる気もないし こっちを立てる気だってまるでない 人間関係面倒で及び腰 話を聞けば巻き込まれる 良いことなんかあるわけないじゃない それでも誰かがいなけりゃダメなんだ  I know (hey!) I know (hey!) ちゃんとしていなくちゃ愛せない I know (hey!) I know (hey!) ちゃんとしすぎてても愛せない  夏だから猫も杓子も猛ダッシュ ハッシュタグ付けた恋なんてごめん 太陽味方に付けたような よくいるタイプの単細胞 さあ何を始める?どんな会話する？ やりたいことは別にないけれど ずっと自分だけの世界に 引きこもっていたいのに 青空の下でまだ無理をしなきゃいけないか？  好きだというなら否定しない 嫌いと言われたって構わない 誰かの感情気にしてもしょうがない 他人に何を思われても 何を言われても聞く耳持たない 干渉なんかされたくない興味がない  Blah blah (hey!) Blah blah (hey!) 孤独なまま生きて行きたい Blah blah (hey!) Blah blah (hey!) だけど１人じゃ生きられない  Woah woah woah woah woah woah Woah woah woah woah woah woah Woah woah woah woah woah woah Woah woah woah woah woah woah  Blah blah (hey!) Blah blah (hey!) Blah blah (hey!) Blah blah (hey!)  願望は二律背反 押し付けの理性なんて信じない  あっちを立てる気もないし こっちを立てる気だってまるでない 人間関係面倒で及び要 話を聞けば巻き込まれる 良いことなんかあるわけないじゃない それでも誰かがいなけりゃダメなんだ  I know (hey!) I know (hey!) ちゃんとしていなくちゃ愛せない I know (hey!) I know (hey!) ちゃんとしすぎてても愛せない  １人になりたいなりたくない １人になりたいなりたくない Oh yeah だけど孤独になりたくない どうすればいいんだ？ この夏  Ambivalent about Ambivalent about Ambivalent about Ambivalent about!Embed,Sadness
二人セゾン (Futari Saison),欅坂46,2 Contributors二人セゾン (Futari Saison) Lyrics二人セゾン 二人セゾン 春夏(はるなつ)で恋をして 二人セゾン 二人セゾン 秋冬(あきふゆ)で去って行く 一緒に過ごした季節よ 後悔はしてないか? 二人セゾン  道端咲いてる雑草にも 名前があるなんて忘れてた 気づかれず踏まれても 悲鳴を上げない存在  誰かと話すのが面倒で 目を伏せて聴こえない振りしてた 君は突然 僕のイアホン外した  What did you say now?  太陽が戻って来るまでに 大切な人ときっと出会える 見過ごしちゃもったいない 愛を拒否しないで You might also like君はセゾン 君はセゾン 僕の前に現れて 君はセゾン 君はセゾン 日常を輝かせる 昨日と違った景色よ 生きるとは変わること 君はセゾン HA-  街を吹き抜ける風の中 何かの香りがしてたのに 振り返る余裕とか 興味もなかった  自分の半径1m 見えないバリア張った別世界 そんな僕を 連れ出してくれたんだ  What made you do that?  一瞬の光が重なって 折々の色が四季を作る そのどれが欠けたって 永遠は生まれない 二人セゾン 二人セゾン 春夏(はるなつ)で恋をして 二人セゾン 二人セゾン 秋冬(あきふゆ)で去って行く 儚(はかな)く切ない月日よ 忘れないで  花のない桜を見上げて 満開の日を想ったことはあったか? 想像しなきゃ 夢は見られない 心の窓  春夏秋冬 生まれ変われると 別れ際 君に教えられた  君はセゾン 君はセゾン 僕の前に現れて 君はセゾン 君はセゾン 日常を輝かせる  二人セゾン 二人セゾン 春夏(はるなつ)で恋をして 二人セゾン 二人セゾン 秋冬(あきふゆ)で去って行く 初めて感じたときめき 思い出はカレンダー 二人セゾン HA- 僕もセゾンEmbed,Sadness
ガラスを割れ! (Break the Glass!),欅坂46,2 Contributorsガラスを割れ! (Break the Glass!) LyricsOh-oh oh oh oh Oh-oh oh oh oh Hey! Hey! Oh-oh oh oh oh Oh-oh oh oh oh Hey! Hey! Oh-oh oh oh oh Oh-oh oh oh oh Hey! Hey! Oh-oh oh oh oh Oh-oh oh oh oh Hey! Hey!  川面（かわも）に映る自分の姿に 吠えなくなってしまった犬は 餌もらうために尻尾振って 飼い慣らされたんだろう (Bow wow!) 噛みつきたい気持ちを殺して 聞き分けいいふりをするなよ 上目遣いで媚びるために 生まれて来たのか？ (Hound dog!) You might also like今あるしあわせに どうしてしがみつくんだ？ 閉じ込められた 見えない檻から抜け出せよ  Rock you!  目の前の (Hey!) ガラスを割れ！ (Hey!) 握りしめた拳で Oh-oh やりたいこと (Hey!) やってみせろよ (Hey!) おまえはもっと自由でいい 騒げ！ Oh-oh oh oh oh Oh-oh oh oh oh 邪魔するものぶち壊せ！ 夢見るなら (Hey!) 愚かになれ (Hey!) 傷つかなくちゃ本物じゃないよ  他人を見ても吠えないように 躾（しつ）けられた悲しい犬よ 鼻を鳴らしすり寄ったら 誰かに撫でられるか？ (Bow wow!) リードで繋がれなくても どこへも走り出そうとしない 日和見（ひよりみ）主義のその群れに 紛れていいのか？ (Hound dog!) すべて失っても 手に入れたいものがある がむしゃらになって どこまでも追い求めるだろう  Rock you!  抑圧の (Hey!) ガラスを割れ！(Hey!) 怒り込めた拳で Oh-oh 風通しをよ (Hey!) くしたいんだ (Hey!) 俺たちはもう犬じゃない 叫べ！ Oh-oh oh oh oh Oh-oh oh oh oh 偉い奴らに怯（ひる）むなよ！ 闘うなら孤独になれ 群れてるだけじゃ始まらないよ  目の前の (Hey!) ガラスを割れ！(Hey!) 握りしめた拳で Oh-oh やりたいこと (Hey!) やってみせろよ (Hey!) おまえはもっと自由でいい 騒げ! Oh-oh oh oh oh Oh-oh oh oh oh 邪魔するものぶち壊せ！ 夢見るなら (Hey!) 愚かになれ (Hey!) 傷つかなくちゃ本物じゃないよ 想像の (Hey!) ガラスを割れ！(Hey!) 思い込んでいるだけ Oh-oh やる前から (Hey!) あきらめるなよ (Hey!) おまえはもっとおまえらしく 生きろ！ Oh-oh oh oh oh Oh-oh oh oh oh 愛の鎖引きちぎれよ 歯向かうなら (Hey!) 背中向けるな (Hey!) 温もりなんかどうだっていい  吠えない犬は犬じゃないんだ。Embed,Disgust
黒い羊 (Black Sheep),欅坂46,1 Contributor黒い羊 (Black Sheep) Lyrics信号は青なのかそれとも緑なのかどっちなんだ? あやふやなものははっきりさせたい 夕暮れ時の商店街の雑踏を通り抜けるのが面倒で 踏切を渡って 遠回りして帰る  放課後の教室は苦手だ その場にいるだけで分かり合えてるようで 話し合いにならないし 白けてしまった僕は無口になる 言いたいこと言い合って解決しよう なんて楽天的すぎるよ  誰かが溜め息をついた そう それが本当の声だろう  黒い羊 そうだ 僕だけがいなくなればいいんだ そうすれば 止まってた針はまた動き出すんだろう? 全員が納得するそんな答えなんかあるものか! 反対が僕だけならいっそ無視すればいいんだ みんなから説得される方が居心地悪くなる 目配せしている仲間には僕は厄介者でしかない  真っ白な群れに悪目立ちしてる 自分だけが真っ黒な羊 と言ったって同じ色に染まりたくないんだ You might also like薄暗い部屋の明かりつけるタイミングって一体いつなんだろう? スマホには愛のない過去だけが残ってる 人間関係の答え合わせなんか僕には出来ないし そこにいなければよかったと後悔する  人生の大半は思うようにはいかない 納得できないことばかりだし諦めろと諭されてたけど それならやっぱ納得なんかしないまま その度に何度も唾を吐いて 噛みついちゃいけませんか?  No No No No 全部 僕のせいだ  黒い羊 そうだ 僕だけがいなくなればいいんだ そうすれば 止まってた針はまた動き出すんだろう? 全員が納得するそんな答えなんかあるものか! 反対が僕だけならいっそ無視すればいいんだ みんなから説得される方が居心地悪くなる 目配せしてる仲間には僕は厄介者でしかない わかってるよ  La La La...  白い羊なんて僕は絶対になりたくないんだ そうなった瞬間に僕は僕じゃなくなってしまうよ まわりと違うそのことで誰かに迷惑かけたか? 髪の毛を染めろと言う大人は何が気に入らない? 反逆の象徴になるとでも思っているのか? 自分の色とは違うそれだけで厄介者か? Oh 自らの真実を捨て白い羊のふりをする者よ 黒い羊を見つけ 指を差して笑うのか? それなら僕はいつだって それでも僕はいつだって ここで悪目立ちしてようEmbed,Disgust
キミガイナイ (Kimi ga inai),欅坂46,2 Contributorsキミガイナイ (Kimi ga inai) Lyrics長い夜は口を閉ざし 星も見えず　月は雲に隠れてる 誰が聴いているのだろう マーラーの憂鬱な交響曲 今　心は　すべてが空っぽ ただ　時間が過ぎてしまえばいい 君のいないこんな世界 想像よりももっと 退屈だった  些細なことで喧嘩をして だけど二人　意地張って 謝らずに家に帰り 頭　冴えたままで眠れない  つけっぱなしのパソコンさえ 触る気になれずログアウト ベッドの上で天井を見てる  本当の 孤独は 誰もいないことじゃなく 誰かがいるはずなのに 一人にされてる この状況 You might also likeこんな夜は息を潜め 灯りつけず　闇の中で目を開(ひら)く 壁の向こう側の気配 隣人もまだ起きてるのだろう もう　今さら　電話したくない ふと　愚かな自分が嫌になる 君のいないこんな宇宙 枕を投げて叫ぶ 消えてなくなれ！  どうしてだろう　喉が乾く 猫も寝ているキッチンで ミルクを飲んだら寂しくなった  本当の 孤独は 誰もいないことじゃなく 誰かがいるはずなのに 一人にされてる この状況  やがて空が白み始め 鳥が鳴いて　人は誰も目を覚ます どんな甘い夢も消えて 現実の歯車が動く さあ　これからどうすればいいか？ ほら　朝陽が眩しく思えるよ 君がいればどんな日でも 何とか生きて行ける 今日は楽しい 愛しているとわかってても それと別の話 ここからは お互い 何にも見えないだろう  僕は僕で 君は君で ボクガイテモ　キミガイナイ  こんな夜は息を潜め 灯りつけず　闇の中で目を開(ひら)く 壁の向こう側の気配 隣人もまだ起きてるのだろう もう　今さら　電話したくない ふと　愚かな自分が嫌になる 君のいないこんな宇宙 枕を投げて叫ぶ 消えてなくなれ！  イマ　コノセカイニ ナゼ　キミガイナイ？　AH-Embed,Disgust
青空が違う (Aozora ga Chigau),欅坂46,2 Contributors青空が違う (Aozora ga Chigau) Lyrics初めて来た都会は人と人を 洗濯機のようにかき混ぜている テレビで観てたあの華やかさは 秩序のないエゴに見える  Siriで聞いたあなたの住所まで いくつも電車を乗り換えながら 標準語しか聞こえない車内は 降りる駅を間違えそう  私が勝手に押しかけた 遠距離恋愛 一目だけ会いたくて…  だって 久しぶりの電話中 ずっと 咳をしてたから 急に気になってしまった 遠くで暮らさなきゃいけないほど 夢はそんなに大事ですか? 青空 どこか違う  写真で見たアパートのドアが開(あ)き 風邪で辛そうなあなたを見たら 何も言えなくなって抱きついて 涙 溢(あふ)れて止まらない You might also like散らかった部屋のあちこちに あなたの努力と 闘いの日々がある  来るとわかってたら いつだって 君を迎えに行ったよと 鼻声で叱られたけど 寂しさ我慢しなきゃいけないほど 夢はまだまだ未来ですか? 青空 窓に見えない  ひまわりの種を持って来た 鉢植えの土に埋めよう いつの日か花を咲かせて 太陽がある位置を教える 忘れないで 青空を…  久しぶりの電話中 ずっと 咳をしてたから 急に気になってしまった 遠くで暮らさなきゃいけないほど 夢はそんなに大事ですか? だけど言えなくて 風邪が伝染(うつ)るからと キスしない そんなあなたに背伸びして 強引にキスをしちゃった 本当は一緒に帰って欲しいけど 夢を絶対叶えて欲しい 青空 少し見えた  青空 どこか違うEmbed,Sadness
Higher Love,MISIA,5 ContributorsTranslationsEnglishRomanizationHigher Love Lyrics[MISIA「Higher Love」歌詞]  届け higher love この手にhigher love この身の中に宿る確かな愛を引き上げて  届け higher love その手にhigher love 二度ともう離したくないの So give me higher love  この声を誰に届けよう 行(ゆ)き場のない寄る辺もない沈む私へ この体を誰に委ねよう 汚れのない終わりのないあなたへ  遥か遠く遠く いるような気がしてたけど 本当はいつも一緒だったのね 深い眠りから 目を覚ました今 静かにあなたに叫びます  届け higher love この手にhigher love この身の中に宿る確かな愛を引き上げて 届けhigher love その手にhigher love You might also like何度も転んで私見つけたの だからもう離したくないの So give me higher love  この声をどこに響かそう 救いのない光もない暗闇の中へ この体を誰に委ねよう 汚れのない終わりのないあなたへ  遥か遠く遠く いるような気がしてたけど 本当はいつも一緒だったのね 深い眠りから目を覚ました今 静かにあなたに叫びます  届けhigher love この手にhigher love この身に与えられし果てしなき道かけ抜けて 届けhigher love その手にhigher love  何度も転んで私みつけたの だからもう離したくないの So give me higher love  何も知らぬまま 何度も傷ついたけど 先なんて見えなかった 雲に覆われた世界を はらってくれたものは  Higher love Higher love.....  この手にhigher love Highеr higher その手にhigher love  Highеr love Higher love Higher love Higher love......Embed,Sadness
Everything,MISIA,4 ContributorsEverything Lyrics すれ違う時の中で　あなたとめぐり逢えた 不思議ね　願った奇跡が　こんなにも側にあるなんて  逢いたい想いのまま　逢えない時間だけが　過ぎてく扉　すり抜けて また思い出して　あの人と笑い合う　あなたを  愛しき人よ　悲しませないで　泣き疲れて　眠る夜もあるから 過去を見ないで　見つめて　私だけ  You're everything You're everything あなたが想うより強く　やさしい嘘ならいらない　欲しいのはあなた  どれくらいの時間を　永遠と呼べるだろう　果てしなく　遠い未来なら あなたと行きたい　あなたと覗いてみたい　その日を  愛しき人よ　抱きしめていて　いつものように　やさしい時の中で この手握って　見つめて　今だけを  You're everything You're everything あなたと離れてる場所でも　会えばきっと許してしまう　どんな夜でも  You're everything You're everything あなたの夢見るほど強く　愛せる力を勇気に　今かえていこう You might also likeYou're everything You're everything あなたと離れてる場所でも　会えばいつも消えさって行く　胸の痛みも  You're everything You're everything あなたが想うより強く　やさしい嘘ならいらない　欲しいのはあなた  You're everything You're everything You're everything My everythingEmbed,Anticipation
逢いたくていま (Aitakute ima),MISIA,1 Contributor逢いたくていま (Aitakute ima) Lyrics初めて出会った日のこと 覚えてますか 過ぎ行く日の思い出を 忘れずにいて あなたが見つめた全てを 感じていたくて 空を見上げた 今はそこで 私を見守っているの? 教えて… 今 逢いたい あなたに 伝えたいことが たくさんある ねえ 逢いたい 逢いたい 気づけば面影 探して 悲しくて どこにいるの? 抱きしめてよ 私は ここにいるよ ずっと もう二度と逢えないことを 知っていたなら 繋いだ手を いつまでも 離さずにいた 『ここにいて』と そう素直に 泣いていたなら 今も あなたは 変わらぬまま 私の隣りで 笑っているかな 今 逢いたい あなたに 聞いて欲しいこと いっぱいある ねえ 逢いたい 逢いたい 涙があふれて 時は いたずらに過ぎた ねえ 逢いたい 抱きしめてよ あなたを 想っている ずっと 運命が変えられなくても 伝えたいことがある 『戻りたい…』あの日 あの時に 叶うのなら 何もいらない 今 逢いたい あなたに 知って欲しいこと いっぱいある ねぇ 逢いたい 逢いたい どうしようもなくて 全て夢と願った この心は まだ泣いてる あなたを 想っている ずっと …You might also likeEmbed,Sadness
飛び方を忘れた小さな鳥 (Tobikata wo Wasureta Chiisana Tori),MISIA,2 Contributors飛び方を忘れた小さな鳥 (Tobikata wo Wasureta Chiisana Tori) Lyrics空を翔ける飛行機 窓から見下ろす雲は雪のよう あなたの住む場所へと向かって この心は揺れています  季節も時間も 全て変わっていく ねぇ見てよほら オリオンが地平線に輝く  飛び方を忘れた鳥のように 僕は何かを見失って 傷ついたその場所から生まれ出た 痛いほどの幸せを見つけた  すり抜けてく幸せ程 儚い事とは知らずにいた すれ違いや憤りに そっと瞳をそらしていた  季節も時間も 追いかけてみよう ねぇ見てよほら 太陽が昇る淡い空を  飛び方を忘れた鳥のように いつか何かを見つけたなら 気がついてその場所から生まれ出た 痛いほどの幸せに きっと  季節も時間も 追いかけてみよう ねぇ見てよほら 太陽が昇る淡い空を  飛び方を忘れた鳥のように 僕は何かを見失って 傷ついたその場所から生まれ出た 痛いほどの幸せに 今 気付いてYou might also likeEmbed,Joy
名前のない空を見上げて (Namaenonaisorawomiagete),MISIA,"1 Contributor名前のない空を見上げて (Namaenonaisorawomiagete) Lyrics[Verse 1] もしも晴れたら　君と手をつなごう 風が吹いたら　そっと肩を寄せて もしも雨が降ったら　君と傘を差そう 降り注いでくる　小さな花たちを見つけて  [Chorus] 名前のない空を見上げて 君と何処までも　歩いていきたい もしも明日に迷った時は 君の名前を呼びたい Yes I always call your name Your beautiful name  [Instrumental]  [Verse2] もしも夜空に星が輝いたら 誰より先に君を思い出すよ もしも願いが一つ光り届くのなら 何より先に幸せを君へと祈るだろう  [Chorus] 名前のない星を見つけて 君の名をつけたい　愛しさとともに まぶた閉じて眠るときまで 君の名を呼びたい Yes I always call your name Your beautiful name You might also like[Bridge] Oh yeah Ah oh-oh Oh oh oh Oh yeah Oh yeah  [Chorus] 名前のない夢を見つけて 君の名についた　愛しさとともに まぶた閉じて眠るときまで 君の名を呼びたい Yes I always call your name Your beautiful name  [Instrumental]Embed",Anticipation
明日へ (Ashitae),MISIA,2 Contributors明日へ (Ashitae) Lyrics[MISIA「明日へ」歌詞]  まぶたを閉じても なお そこに見える景色が 悲しみで染まるほど 涙が消えない日 優しい優しい声や ぬくもりが いつも あなたのもとへ 届きますように  こころ不安な夜は 部屋の明かり消すたび 窓の外 見えてくる 小さな光のように 優しい優しい夢だけが どうか いつも あなたのもとへ 訪れますように  明日へ 明日へ 明日へと 歌おう 言葉にならなくても 歌い続けよう あなたと 明日へ 明日へと 行こう この道は遠くとも 繋がっているから 独りじゃないから 明日へ  その痛みを知ること あなたの笑顔を見ること そのことが「答え」だと 心から 思うの つなぐ手 繋ぐ想いが この今を 乗り越えていく 大きな 力になるから  あなたと あなたと あなたと 歌おう 例え離れていても 道は遠くとも 明日へ 明日へ 明日へと 歌おう この想いが届くまで 歌い続けよう 終わらない夜はない 明日へ You might also like雪解け水 春を待つ息吹 ふとした瞬間に降る微笑み 雨後晴れ 雲間にさす 月明かり 夜空は また新しい朝を連れてくる  明日へ 明日へ 明日へと 歌おう 声がかれても なお 歌い続けよう あなたへ あなたへ あなたへ 歌う 同じこの空の下 共に向かって行こう 明日へEmbed,Anticipation
つつみ込むように... (Tsutsumikomu you ni...),MISIA,3 Contributorsつつみ込むように... (Tsutsumikomu you ni...) Lyrics[バース 1] 雨上がりの道を カサさして歩いた 水鏡にうつそう 幼い子供みたいに いつからか大人ぶっていた 毎日に慣れてしまって ただ素直に 感じあえること 遠ざけ 追いかけ 迷い続けるのさ  [コーラス] 恋人と呼びあえる時間の中で 特別な言葉をいくつ話そう 夢に花 花に風 君には愛を そして孤独を 包み込むように  [バース 2] 指からめかわした あの日の約束 今も心の中 カギかけて温めたいね いつしか大人の恋に 臆病になってしまって 出会うたび さよなら来ること 考えて 恐がって 逃げ続けてるのさ  [コーラス] 誰も皆 満たされぬ時代の中で 特別な出会いがいくつあるだろう 時に羽 空に青 僕に勇気を そして命を 感じるように You might also like[ブリッジ] 明日が見えなくて 一人で過ごせないよ もがくほど 心焦るけど 音もなく 朝が来て 今日がまた始まる 君を守りたい  [コーラス] 恋人と呼びあえる時間の中で 特別な言葉をいくつ話そう 夢に花 花に風 君には愛を そして孤独を 包み込むようにEmbed,Sadness
陽のあたる場所 (Hi no Ataru Basho),MISIA,2 Contributors陽のあたる場所 (Hi no Ataru Basho) LyricsI can sing a song for you And me forever 陽のあたる場所を見つけて I can sing a song for you And me forever 悲しみを笑顔に変えよう ダッダラッタッタララって 歌っていても パッパラッパッパララって おどけていても 流れ流されて呑まれてく 気持ちとはウラハラに もしも 私がいなくても Oh なんて考えてる暇があるなら 晴れた青空を 見上げればいい こんなに小さな自分だから 一人じゃ生きられない もしも 言葉がなくなっても 歌えるよ Oh I can sing a song for you And me forever 陽のあたる場所を見つけて I can sing a song for you And me forever 悲しみを笑顔に変えよう ダッダラッタッタララって リズムをとって パッパラッパッパララって くちずさんでも 流れ流されて呑まれてく 気持ちとはウラハラに もしも あなたがいなくても Oh 不安になればなるほど 強がるから 心まかせに 叫んでみればいい そんなに涙を抑えたら 素直になれなくなるよ もしも あの星なくなっても 歌えるよ Oh I can sing a song for you And me forever とりとめのない時間さえも I can sing a song for you And me forever 不思議なほどにまわり出す I can sing a song for you And me forever 陽のあたる場所を見つけて I can sing a song for you And me forever 悲しみを笑顔に変えて I can sing a song for you And me forever どこまでも続く道だけど I can sing a song for you And me forever 明日はきっと来るからYou might also likeEmbed,Anticipation
